,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,À˘ Ù¿‡±
2323,0.467,0.114,0.501,0.366,0.0706,0.271,0.975,0.38,0.349,0.701,0.465,0.568,0.962,0.2,0.755,0.384,0.383,0.281,0.697,0.266,1.79E-07,3.67E-12,1.40E-11,1.15E-12,7.45E-13,2.14E-09,3.20E-12,1.41E-08,1.11E-09,1.05E-11,7.53E-09,3.97E-11,1.87E-15,2.95E-10,6.54E-14,5.55E-15,7.93E-12,0,2.46E-12,8.31E-14,2
2324,0.0318,0.788,0.0515,0.526,0.72,0.574,0.357,0.404,0.42,0.712,0.0497,0,0.0272,0,0.698,0.951,0.856,0.676,0.916,0.47,6.37E-08,1.17E-10,1.35E-11,3.30E-12,2.37E-11,1.42E-09,2.16E-10,3.98E-09,1.06E-09,1.79E-10,5.04E-08,1.54E-10,9.42E-14,5.83E-10,1.23E-12,5.67E-14,6.42E-10,0,1.27E-13,5.58E-12,3
2325,0.563,0.56,0.724,0.717,0.0749,0.328,0.0918,0.511,0.145,0.47,0.908,0.77,0.239,0.449,0.158,0.848,0.139,0.103,0.673,0.489,6.39E-10,1.61E-14,2.60E-13,1.85E-15,4.01E-14,4.33E-13,3.27E-14,6.76E-10,1.09E-11,3.91E-13,8.83E-10,1.85E-13,9.69E-18,2.16E-11,6.11E-15,4.72E-17,2.86E-14,0,0,5.21E-16,1
2326,0.167,0.0234,0.956,0.398,0.482,0.823,0.0113,0.636,0.0805,0.417,0.0419,0.802,0.103,0.04,0.346,0.536,0.339,0.802,0.862,0.968,0.000404416,7.08E-10,3.81E-11,1.11E-11,1.46E-10,2.55E-09,1.31E-09,7.58E-09,6.19E-08,1.08E-09,7.67E-08,0,5.72E-13,8.71E-10,2.38E-12,3.18E-13,3.90E-09,0,0,1.30E-12,3
2327,0.867,0.379,0.56,0.778,0.729,0.158,0.934,0.906,0.488,0.659,0.603,0.68,0.567,0.193,0,0.469,1.12E-05,0.375,0.143,0.912,1.86E-08,2.42E-11,1.03E-09,4.33E-12,5.48E-12,5.32E-09,3.45E-11,6.33E-08,2.41E-06,1.10E-10,1.52E-06,2.59E-10,4.88E-14,4.94E-07,9.42E-11,2.04E-13,9.56E-11,0,0,1.06E-11,0
2328,0.583,0.565,0.191,0.198,0.44,0.0012,0.539,0.516,0.282,0.704,0.207,0.328,0.223,0.642,0.772,0.957,0.641,0.194,0.467,0.161,1.26E-07,1.18E-11,2.80E-10,7.54E-12,4.39E-12,2.98E-08,1.72E-11,7.80E-08,2.23E-08,4.65E-11,7.98E-06,5.70E-10,0,1.56E-08,1.31E-12,1.63E-11,1.70E-11,0,0,0,3
2329,0.033,0.622,7.61E-05,0.0196,0.588,0.686,0.277,0.0703,0.308,0.839,0.193,0.147,0.711,0.586,0.178,0.032,0.67,0.389,0.0739,0.255,2.02E-08,2.09E-11,8.97E-09,2.51E-12,2.32E-11,2.67E-09,3.47E-11,3.84E-08,2.85E-05,4.35E-11,1.29E-05,7.70E-10,4.45E-13,5.59E-06,1.08E-09,1.83E-12,4.37E-11,0,0,9.11E-11,3
2330,0.832,0.482,0.488,0.137,0.572,0.179,0.497,0.92,0.829,0.0237,0.365,0.704,0.215,0.753,0.074,0.784,0.784,0.608,0.221,0,8.21E-09,3.72E-09,7.54E-10,0,8.51E-11,1.20E-09,5.96E-09,3.63E-09,6.91E-08,1.08E-11,0.004238864,7.72E-11,0,1.45E-08,7.67E-11,0,1.69E-11,0,0,0,1
2331,0.148,0.757,0.543,0.301,0.648,0.542,0.884,0.818,0.736,0.399,0.6,0.102,0.526,0.556,0.103,0.298,0.287,0.917,0.968,0.344,3.18E-10,7.09E-12,1.70E-11,9.13E-14,5.07E-12,4.86E-11,1.51E-11,1.97E-10,1.14E-10,4.55E-13,7.80E-07,3.83E-12,0,1.12E-09,6.91E-14,3.19E-14,8.65E-13,0,0,0,1
2332,0.172,0.216,0.0586,0.409,0.0908,0.198,0.211,0.755,0.555,0.934,0.871,0.331,0.489,0.918,0.707,0.489,0.00919,0.949,0.126,0.697,3.48E-11,1.91E-14,1.83E-12,1.09E-15,1.84E-15,1.64E-12,9.72E-15,3.26E-12,1.34E-10,2.13E-14,5.40E-09,5.47E-13,1.07E-16,1.44E-11,2.49E-13,1.05E-15,2.58E-15,0,0,0,1
2333,0.893,0.475,4.67E-05,0.442,0.767,0.523,0.0653,0.838,0.553,0.244,0.0424,0.249,0.931,0.533,0.593,0.372,0.731,0.057,0.896,0.358,4.36E-12,5.82E-14,1.54E-10,1.13E-14,7.97E-15,1.33E-12,7.13E-14,2.55E-12,4.53E-13,5.55E-14,3.59E-11,5.43E-13,2.13E-16,2.69E-11,2.00E-16,3.96E-17,1.95E-13,0,5.82E-16,1.44E-15,2
2334,0.518,0.444,0.2,0.429,0.716,0.763,0,0.877,0.0787,0.163,0.753,0.409,0.689,0.0291,0.825,0.586,0.129,0.331,0.432,0.462,6.22E-11,9.41E-12,1.26E-08,2.34E-13,5.32E-12,5.46E-11,8.81E-13,9.33E-11,1.82E-09,3.53E-13,1.79E-09,5.16E-12,5.04E-17,6.71E-07,3.68E-13,2.98E-14,2.10E-13,0,1.43E-12,3.09E-14,0
2335,0.919,0.933,0.522,0.952,0.738,0.441,0.546,0.283,0.579,0.185,0.0994,0.549,0.608,0.424,0.786,0.691,0.943,0.0725,0.801,0.57,2.14E-10,2.98E-12,2.82E-11,8.88E-15,7.93E-14,1.60E-09,3.19E-13,2.72E-10,2.72E-11,1.66E-13,1.59E-10,3.01E-12,1.16E-17,4.92E-10,1.89E-13,6.50E-16,4.81E-14,0,6.04E-15,1.55E-15,2
2336,0.72,0.542,0.685,0.33,0.00266,0.342,0.373,0.447,0.102,0.82,0.054,0.114,0.122,0.176,0,0.0111,0.551,0.506,0.596,0.317,8.16E-12,2.71E-13,4.74E-10,1.14E-14,2.78E-13,3.38E-12,2.65E-14,1.76E-12,4.79E-11,1.46E-14,6.26E-10,2.27E-13,0,5.53E-09,1.62E-13,1.67E-15,3.65E-15,0,6.42E-14,9.88E-16,1
2337,0.743,0,0.835,0.408,0.94,0.954,0.0571,0.898,0.485,0.176,0,0.499,0.0929,0.806,0.0159,0.69,0.217,0.324,0.699,0.396,1.17E-10,4.90E-12,3.26E-09,9.88E-14,2.13E-12,2.49E-11,5.65E-13,6.98E-11,8.99E-10,1.01E-12,3.25E-08,1.90E-12,0,8.67E-10,1.13E-10,2.08E-13,2.48E-13,0,6.08E-13,7.87E-15,2
2338,0.399,0.64,0.659,0.505,0.367,0.39,0.484,0.631,0.274,0.897,0.621,0.176,0.927,0.399,0.668,0.49,0.309,0.0724,0.778,0.74,4.40E-12,1.00E-13,2.91E-10,9.31E-16,1.57E-14,7.10E-13,1.30E-14,6.41E-12,1.00E-10,2.26E-14,1.20E-09,3.19E-14,3.63E-19,4.17E-08,2.07E-11,3.59E-14,6.28E-15,1.06E-16,0,2.25E-16,3
2339,0.251,0.468,0.156,0,0.718,0.924,0.0636,0.748,0.145,0.39,0.468,0.395,0.775,0.169,0.69,0.762,0.824,0.941,0.12,0.541,4.13E-12,6.36E-15,7.76E-13,8.47E-16,1.35E-15,1.07E-12,7.08E-15,1.23E-11,4.69E-10,7.58E-14,3.94E-10,6.60E-14,9.00E-18,9.97E-11,8.18E-14,1.80E-16,1.85E-14,0,0,1.27E-15,3
2340,0.321,0.762,0.764,0.925,0.256,0.193,0.528,0.293,0.69,0.113,0.324,0.0662,0.147,0.97,0.0691,3.00E-05,0.328,0.711,0.102,0.653,1.13E-11,2.81E-14,1.04E-10,1.23E-15,7.62E-15,3.20E-11,8.06E-15,7.15E-11,9.67E-11,2.08E-14,1.21E-09,7.59E-13,4.83E-20,1.34E-08,7.89E-13,1.91E-15,5.05E-15,0,0,2.36E-16,2
2341,0.82,0.653,0.454,0.596,0.711,7.68E-05,0.606,0.305,0.44,0.421,0.359,0.697,0.246,0.87,0.126,0.331,0.314,0.441,0.118,0.639,2.42E-13,1.18E-15,1.04E-13,1.81E-17,8.72E-17,7.38E-15,5.18E-16,1.83E-13,3.72E-12,5.82E-14,9.47E-11,5.61E-15,0,7.01E-12,1.14E-14,4.48E-17,4.45E-16,0,0,0,1
2342,0.645,0.707,0.22,0.332,0.365,0.244,0.108,0.931,0.0447,0.773,0.599,0.49,0.0987,0.899,0.567,0.11,0.287,0.346,0.0436,0.504,5.57E-11,2.39E-12,5.49E-09,3.03E-14,2.04E-12,1.76E-11,5.51E-12,7.41E-10,1.10E-09,1.15E-12,9.81E-08,9.82E-13,0,5.79E-07,6.56E-12,5.23E-14,7.31E-13,0,2.02E-12,2.88E-13,1
2343,0.366,0.679,0.27,0.959,0.429,0.288,0.447,0.6,0.426,0.175,0.656,0.818,0.266,0.192,0.82,0.0171,0.202,0.87,0.586,0.413,8.71E-12,4.97E-13,5.70E-10,5.21E-15,4.84E-13,5.07E-12,1.34E-12,6.68E-09,7.22E-11,5.04E-12,2.05E-09,4.07E-13,4.04E-16,4.77E-06,2.54E-13,3.88E-15,2.26E-13,0,0,0,0
2344,0.698,0.000211,0.318,0.837,0.28,0.324,0.15,0.516,0.38,0.671,0.695,0.336,0.181,0.579,0.453,0.517,0.0268,0.875,0.804,0.0395,3.21E-11,3.65E-13,2.58E-10,3.82E-15,3.39E-13,1.09E-12,9.49E-13,7.00E-08,4.59E-11,4.21E-11,1.34E-08,3.70E-14,3.45E-16,3.65E-08,3.34E-15,6.69E-15,1.40E-13,0,0,2.92E-15,1
2345,0.442,0.585,0.642,0.496,0.31,0.537,0.686,0.55,0.894,0.0246,0.129,0.919,0.823,0.947,0.602,0.176,0.807,0.256,0.0488,0.153,2.09E-12,2.79E-14,1.15E-11,8.26E-16,3.23E-14,2.39E-14,7.33E-14,6.62E-09,1.75E-13,3.98E-12,3.35E-09,0,2.93E-17,1.67E-09,1.27E-15,1.73E-15,1.28E-14,0,0,2.36E-15,2
2346,0.181,0,0.688,0.918,0.082,0.178,0.714,0.783,0.725,0.788,0.769,0.539,0.346,0.78,0.185,0.223,0.762,0.363,0.518,0.377,1.26E-11,5.70E-14,4.43E-12,2.08E-15,5.76E-14,4.81E-13,1.28E-13,3.46E-10,4.09E-12,4.04E-13,2.22E-07,6.64E-14,0,9.23E-11,1.51E-15,5.50E-14,5.15E-14,0,0,0,1
2347,0.165,0.669,0.621,0.161,0.0544,0.785,0.653,0.925,0.572,0.391,0.533,0.366,0.181,0.266,0.23,0.39,0.261,0.607,0.527,0.622,1.03E-11,2.27E-13,1.02E-11,6.65E-15,3.81E-13,1.37E-13,6.05E-13,2.86E-08,4.58E-13,1.72E-11,7.36E-09,6.11E-14,1.38E-16,1.89E-11,1.87E-15,1.45E-15,6.76E-14,0,0,3.79E-16,1
2348,0.464,0.179,0.218,0.0833,0.721,0.856,0.147,0.743,0.693,0.812,0.193,0.548,0.141,0.816,0.928,0.62,0.374,0.029,0.529,0.66,1.38E-12,1.02E-13,1.03E-13,6.52E-17,1.97E-14,1.22E-14,1.14E-13,4.30E-09,8.62E-13,2.59E-12,7.50E-11,5.19E-15,2.78E-17,4.09E-14,3.96E-17,6.03E-16,2.01E-15,0,0,8.81E-16,3
2349,0.0208,0.555,0.264,0.109,0.133,0.694,0.44,0.775,0.792,0.0162,0.267,0.773,0.622,0.271,0.0986,0,0.0543,0.192,0.675,0.453,5.02E-10,3.03E-12,6.94E-10,1.27E-13,5.98E-12,4.75E-09,7.37E-12,1.52E-06,1.58E-11,9.14E-10,1.28E-07,1.33E-12,7.70E-15,1.32E-09,6.49E-14,3.40E-14,2.93E-13,0,0,4.08E-13,3
2350,0.101,0.713,0.752,0.22,0.877,0.821,0.716,0.256,0.277,0.259,0.817,0.467,0.291,0.674,0.114,0.189,0.635,0.611,0.875,0.267,4.66E-09,0,0,1.29E-12,0,0.057692381,0,0,9.82E-10,0,0,1.15E-09,2.97E-16,2.05E-13,0,0,7.13E-14,0,2.40E-12,0,1
2351,0.648,0.902,0.69,0.902,0.704,0.0329,0.84,0.219,0.0144,0.84,0.473,0.94,0.321,0.448,0.719,0.205,0.77,0.616,0.886,0.155,0,0,0,0,0,0.994237062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2352,0.637,0.395,0.664,0.713,0.285,0.0778,0.143,0.438,0.422,0.764,0.92,0.68,0.345,0.619,0.5,0.568,0,0.0538,0.853,0.484,8.28E-07,3.51E-14,7.75E-13,3.45E-13,2.42E-12,2.05E-05,1.11E-13,1.96E-08,3.00E-08,5.31E-12,2.56E-11,1.52E-08,1.78E-16,1.47E-10,8.18E-14,4.05E-15,1.38E-13,0,0,0,0
2353,0.0218,0.145,0.0733,0.696,0.49,0.755,0.475,0.313,0.629,0.527,0.227,0.2,0.708,0.942,0.181,0.359,0.139,0.576,0.298,0.0725,1.83E-05,3.31E-13,4.75E-12,5.43E-12,2.35E-11,3.89E-07,7.09E-13,5.30E-08,1.06E-06,4.29E-12,1.08E-09,4.11E-07,2.17E-15,5.77E-09,5.62E-12,9.24E-15,8.73E-13,0,0,0,3
2354,0.857,0.0289,0.907,0.0626,0.0806,0.256,0.897,0.814,0.259,0.807,0.139,0.827,0.11,0.107,0.583,0.635,0.0732,0.15,0.485,0.647,4.34E-09,1.19E-17,2.22E-14,5.79E-15,0,2.86E-05,2.91E-15,1.08E-09,3.96E-10,5.90E-14,2.41E-13,6.05E-11,1.05E-18,3.14E-13,1.78E-15,1.44E-16,1.07E-15,0,0,1.94E-12,1
2355,0.836,0.222,0.85,0.0963,0.348,0.206,0.192,0.928,0.593,0.264,0.781,0.524,0.914,0.812,0.161,0.023,0.751,0.296,0.0481,0.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2356,0.384,0.864,0.726,0.135,0.914,0.112,0.621,0.812,0.748,0.164,0.0823,0.0271,0.33,0.893,0.228,0.932,0.209,0.16,0.547,0.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,0.809,0.444,0.131,0.65,0.811,0.349,0.903,0.882,0.268,0.335,0.401,0.408,0.829,0.234,0.757,0.605,0.876,0.505,0.843,0.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,0.619,0.768,0.961,0.158,0.514,0.57,0.527,0.635,0.378,0.227,0.919,0.19,0.753,0.766,0.145,0.695,0.33,0.454,0.309,0.942,6.30E-06,6.32E-11,4.05E-09,1.11E-13,3.66E-11,8.80E-06,7.78E-12,1.45E-05,1.16E-06,0,7.65E-09,5.15E-10,9.85E-16,3.42E-11,2.20E-10,6.28E-13,1.14E-12,0,0,0,1
2359,0.578,0.465,0.586,0.00841,0.307,0.403,0.365,0.399,0.844,0.338,0.448,0.899,0.224,0.401,0.491,0.631,0.366,0.0575,0.722,0.518,1.53E-09,3.00E-14,3.50E-14,2.60E-16,1.74E-14,4.98E-11,5.94E-14,1.72E-10,2.99E-10,2.41E-14,3.76E-14,2.90E-13,9.98E-16,3.47E-14,1.10E-17,4.23E-18,3.74E-13,0,0,0,0
2360,0.481,0.424,0.0502,0.888,0.395,0.0214,0.28,0.283,0.112,0.454,0.413,0.275,0.673,0.36,0.396,0.784,0.0842,0.837,0.774,0.253,3.21E-06,8.64E-13,2.72E-12,4.83E-13,1.24E-11,5.16E-09,2.09E-12,8.91E-08,5.94E-07,1.09E-12,3.78E-11,2.64E-10,9.81E-17,1.60E-11,1.03E-15,3.17E-16,2.26E-13,0,0,0,3
2361,0.432,0.529,0.0282,0.38,0.000115,0.144,0.919,0.662,0.454,0.658,0.644,0.0176,0.412,0.61,0.446,0.0916,0.79,0.474,0.624,0.15,6.43E-06,2.06E-12,7.86E-12,2.72E-12,8.85E-11,2.67E-06,4.80E-12,1.71E-06,1.14E-06,8.31E-10,4.64E-10,6.73E-10,7.55E-15,6.00E-11,9.61E-14,7.31E-16,1.08E-12,0,0,0,1
2362,0.0757,0.133,0.548,0.429,0.855,0.239,0.353,0.377,0.24,0.967,0.898,0.762,0.9,0.489,0.504,0.684,0.404,0.492,0.711,0.0494,9.25E-06,4.78E-12,2.92E-10,9.57E-11,7.81E-12,1.19E-05,1.01E-11,4.18E-06,6.87E-08,1.24E-09,5.06E-09,6.65E-09,1.34E-14,6.57E-11,1.16E-12,3.71E-15,1.32E-11,0,0,3.68E-12,3
2363,0.0585,0.922,0.0583,0.713,0.489,0.549,0.308,0.14,0.764,0.556,0.588,0.89,0.417,0.956,0.885,0.786,0.616,0.245,0.108,0.592,3.93E-08,2.07E-14,5.97E-13,2.56E-13,4.04E-14,1.34E-09,1.42E-14,1.13E-08,2.41E-10,4.39E-12,1.65E-11,2.20E-11,3.91E-17,4.87E-14,1.69E-16,1.26E-15,9.13E-15,0,0,5.26E-15,0
2364,0.375,0.581,0.897,0.755,0.298,0.638,0.912,0.467,0.359,0.735,0.548,0.867,0.377,0.431,0.525,0.22,0.165,0.854,0.17,0.47,0.00212137,5.13E-11,1.91E-10,8.79E-11,3.90E-11,3.71E-06,8.27E-11,0.000224094,1.00E-06,1.34E-07,4.44E-08,6.25E-07,1.16E-12,1.55E-10,1.91E-12,0,3.44E-11,0,0,3.67E-11,1
2365,0.583,0,0.863,0.0417,0.462,0.674,0.951,0.313,0.891,0.765,0.766,0.171,0.893,0.385,0.777,0.891,0.577,0.686,0.524,0.144,5.48E-07,4.80E-11,1.88E-12,5.00E-13,1.58E-07,2.47E-09,1.12E-10,7.52E-08,2.82E-09,4.48E-11,4.80E-11,1.56E-10,2.12E-14,8.71E-13,1.71E-15,1.40E-14,9.01E-12,0,9.05E-13,9.93E-13,2
2366,0.71,0.109,0.336,0.82,0.679,0.734,0.867,0.245,0.837,0.648,0.933,0.436,0.251,0.879,0.337,0.743,0.352,0.896,0.0383,0.512,8.48E-07,1.03E-10,1.42E-10,3.05E-11,5.74E-13,9.54E-08,3.91E-11,1.37E-06,3.26E-09,7.14E-10,2.10E-09,1.64E-09,7.33E-15,8.27E-12,1.82E-14,0,6.30E-12,0,6.13E-12,6.70E-12,0
2367,0.682,0.537,0.107,0.403,0.887,0.239,0.951,0.213,0.695,0.107,0.0592,0.00421,0.602,0.96,0.284,0.903,0.528,0.572,0.389,0.54,2.41E-06,1.01E-11,2.27E-10,4.91E-11,4.81E-11,3.96E-06,1.73E-11,3.50E-05,1.26E-08,2.08E-08,9.07E-09,2.69E-09,1.81E-13,1.71E-10,6.57E-13,0,1.22E-11,0,0,2.52E-11,2
2368,0.474,0.229,0.563,0.0974,0.855,0.529,0.402,0.635,0.0966,0.127,0.324,0.954,0.374,0.0258,0.553,0.96,0.487,0.799,0.499,0.186,2.43E-05,2.76E-09,6.02E-11,1.51E-12,4.75E-11,3.97E-10,1.98E-09,1.40E-08,6.09E-07,3.86E-12,2.43E-09,8.65E-07,6.34E-14,3.59E-10,3.32E-12,1.40E-10,9.60E-11,3.80E-13,1.09E-09,1.81E-11,3
2369,0.768,0.526,0.0853,0.943,0.101,0.587,0.484,0.274,0.359,0.203,0.365,0.112,0.574,0.162,0.926,0.859,0.749,0.0674,0.208,0.754,1.95E-10,1.25E-13,4.38E-14,6.17E-13,2.74E-14,2.09E-10,2.42E-13,1.44E-09,9.03E-12,1.06E-12,4.43E-11,3.00E-11,1.39E-16,4.85E-14,4.39E-17,4.55E-17,7.26E-13,0,0,4.55E-15,2
2370,0.654,0.405,0.436,0.115,0.656,0.439,0.721,0.653,0.658,0.35,0.948,0.858,0.781,0.621,2.91E-05,0.615,0.336,0.182,0.532,0.945,2.34E-06,1.48E-07,5.56E-11,3.01E-10,2.86E-08,6.83E-08,2.63E-07,4.43E-08,3.93E-09,2.14E-07,3.18E-08,1.10E-08,9.79E-11,1.92E-09,8.11E-12,3.68E-11,7.74E-07,0,0,2.34E-10,0
2371,0.366,0.463,0.819,0.792,0.202,0.575,0.617,0.822,0.789,0.859,0.482,0.405,0.795,0.162,0.533,0.402,0.149,0.106,0.223,0.732,3.25E-10,1.80E-11,3.18E-14,2.25E-13,3.44E-12,3.77E-10,3.23E-11,8.01E-11,2.36E-12,2.59E-11,6.03E-12,1.04E-11,1.36E-14,4.99E-13,4.94E-14,8.81E-15,9.37E-11,0,8.85E-15,3.20E-14,2
2372,0.365,0.652,3.24E-05,0.292,0.545,0.205,0.936,0.00579,0.344,0.31,0.444,0.718,0.573,0.752,0.186,0.00798,0.253,0.602,0.375,0.473,9.48E-09,6.87E-11,2.33E-12,2.10E-12,1.39E-11,8.31E-09,1.27E-10,1.40E-07,8.47E-11,1.87E-10,8.77E-09,9.69E-11,5.58E-14,3.57E-11,8.58E-15,1.97E-14,3.78E-10,0,0,1.95E-13,1
2373,0.132,0.164,0.889,0.605,0.292,0.269,0.696,0.243,0.292,0.748,0.0431,0.741,0.00559,0.893,0.139,0.561,0.529,0.257,0.457,0.176,1.27E-08,1.52E-11,1.51E-12,1.07E-11,3.16E-12,1.90E-09,2.81E-11,3.93E-09,1.04E-09,2.51E-11,7.51E-09,5.10E-10,1.22E-14,2.59E-11,1.46E-14,5.03E-15,8.32E-11,0,0,6.74E-14,2
2374,0.118,0.773,0.283,0.811,0.409,0.939,0.939,0.671,0.146,0.909,0.287,0.806,0.665,0.752,3.73E-05,0.067,0.487,0.69,0.273,0.0389,3.89E-08,1.04E-10,1.04E-12,1.90E-12,2.10E-11,1.59E-09,1.92E-10,7.43E-10,2.46E-10,1.58E-10,7.29E-09,8.71E-11,8.33E-14,7.10E-11,3.88E-14,3.04E-14,5.71E-10,0,0,1.89E-13,1
2375,0.849,0.179,0.24,0.186,0.244,0.0242,0.675,0.273,0.0549,0.138,0.0075,0.173,0.0937,0.0881,0.0941,0.547,0.896,0.578,0.566,0.241,3.17E-07,1.36E-10,9.23E-09,1.17E-11,2.63E-11,1.17E-08,2.53E-10,6.32E-06,1.01E-07,3.99E-09,1.26E-06,5.69E-10,1.34E-13,1.40E-06,4.61E-12,2.32E-13,7.05E-10,0,0,1.83E-12,2
2376,0.728,0.169,0.761,0.307,0.829,0.339,0.452,0.398,0.821,0.0602,0.886,0.65,0.0988,0.502,0.203,0.849,0.0215,0.58,0.265,0.522,3.09E-07,3.02E-10,7.07E-10,9.72E-12,6.05E-11,8.89E-08,5.41E-10,7.43E-08,5.52E-07,4.61E-10,1.84E-06,4.35E-10,2.63E-13,1.17E-07,7.42E-11,2.88E-13,1.60E-09,0,0,2.83E-12,0
2377,0.777,0.593,0.75,0.699,0.475,0.103,0.867,0.764,0.905,0.871,0.354,0.525,0.615,0.0121,0.812,0.019,0.771,0.192,0.735,0.204,8.94E-08,1.34E-12,1.37E-10,1.84E-12,1.27E-12,6.30E-08,3.06E-12,4.50E-08,7.89E-09,2.06E-11,1.53E-07,1.05E-10,4.04E-16,1.27E-09,2.74E-13,6.09E-14,2.72E-12,0,0,1.49E-13,2
2378,0.586,0.3,0.643,0.537,0.696,0.115,0.397,0.81,0.803,0.605,0.184,0.912,0.13,0.393,0.729,0.000113,0.899,0.343,0.881,0.1,3.91E-10,1.75E-12,1.94E-13,3.32E-14,7.85E-14,8.96E-10,2.93E-12,3.70E-10,7.91E-11,3.68E-12,5.03E-09,1.92E-12,3.64E-14,1.17E-11,9.57E-14,5.61E-15,2.05E-12,0,0,1.51E-13,2
2379,0.183,0.735,0.562,0.015,0.539,0.481,0.415,0.546,0.4,0.305,0.588,0.393,0.414,0.147,0.784,0.629,0,0.0701,0.536,0.853,9.44E-07,3.96E-11,1.82E-10,9.48E-12,2.28E-11,4.49E-08,6.85E-11,3.36E-07,1.01E-08,1.03E-10,4.15E-06,6.58E-10,0,7.15E-09,4.99E-12,1.02E-13,3.74E-12,0,0,0,0
2380,0.339,0.535,0.391,0.761,0.639,0.863,0.392,0.216,0.711,0.00351,0.821,0.00623,0.823,0.267,0.308,0.613,0.934,0.449,0.185,0.328,5.56E-09,1.73E-11,4.88E-10,2.28E-12,1.07E-11,1.24E-07,3.86E-11,4.00E-09,6.43E-08,4.22E-12,6.67E-06,1.15E-10,1.09E-14,1.70E-08,4.98E-11,1.14E-13,7.01E-12,0,0,0,0
2381,0.199,0.234,0.0789,0.0495,0.148,0.00186,0.755,0.48,0.459,0.326,0.706,0.596,0.642,0.526,0.541,0.0186,0.828,0.465,0.805,0.257,2.68E-10,7.00E-12,1.00E-12,3.71E-14,6.92E-12,5.08E-11,1.90E-11,1.08E-10,3.30E-11,9.80E-14,4.65E-08,8.02E-13,9.96E-18,3.75E-11,7.04E-14,2.13E-14,2.15E-13,0,0,3.77E-14,1
2382,0.0465,0.00123,0.523,0.207,0.699,0.452,0.933,0.818,0.162,0.611,0.897,0.481,0.712,8.57E-05,0.941,0.939,0.78,0.301,0.07,0.718,2.29E-08,6.00E-11,3.46E-10,9.16E-13,1.36E-11,1.08E-09,1.10E-10,1.49E-09,5.49E-10,8.69E-11,5.24E-07,4.12E-11,4.45E-14,5.18E-10,5.24E-14,4.54E-14,3.11E-10,0,0,4.37E-14,0
2383,0.154,0.359,0.408,0.00917,0.886,0.577,0.758,0.172,0.401,0.617,0.938,0.522,0.377,0.302,0.249,0.932,0.0237,0.418,0.74,0.45,2.75E-09,1.51E-11,3.64E-10,3.93E-13,4.68E-13,1.21E-07,1.69E-12,3.82E-10,3.33E-09,6.00E-13,1.22E-07,2.15E-10,1.44E-15,1.78E-09,8.12E-12,3.41E-14,6.06E-13,0,0,2.77E-14,0
2384,0.354,0.712,0.514,0.741,0.651,0.485,0.645,0.253,0.43,0.211,0.805,0.925,0.96,0.184,0.735,0.553,0.499,0.276,0.201,0.599,1.42E-10,2.31E-10,1.04E-06,2.61E-11,6.44E-10,4.28E-09,2.26E-11,2.06E-10,3.05E-10,1.22E-12,6.39E-09,3.31E-10,5.27E-16,2.10E-08,3.57E-11,3.18E-12,2.78E-13,0,1.61E-10,2.38E-12,0
2385,0.64,0.456,0.733,0.246,0.293,0.328,0.544,0.942,0.277,0.863,0.396,0.268,0.128,0.366,0.857,0.858,0.407,0.683,0.0194,0.407,1.74E-11,1.08E-11,1.48E-09,4.62E-14,1.36E-12,9.50E-12,1.84E-12,1.20E-11,9.07E-11,4.48E-12,8.01E-09,7.27E-13,2.85E-17,1.66E-08,4.23E-13,7.03E-15,2.14E-12,0,1.88E-13,1.02E-13,3
2386,0.303,0.706,0.596,0.106,0.544,0.932,0.432,0.449,0.761,0.812,0.128,0.371,0.447,0.891,0.94,0.443,0.869,0.842,0.695,0.527,6.83E-12,1.30E-13,2.99E-10,7.57E-15,1.90E-13,1.28E-12,1.22E-14,1.19E-13,7.05E-10,5.37E-16,3.70E-12,1.67E-13,0,2.17E-11,3.31E-14,9.79E-16,1.64E-16,0,4.76E-14,4.56E-16,3
2387,0.642,0.813,0.786,0.65,0.145,0.867,0.313,0.245,0.714,0.744,0.881,0.497,0.916,0.635,0,0.625,0.368,0.146,0.357,0.164,4.62E-14,1.98E-14,5.69E-13,9.59E-18,8.26E-16,9.48E-15,3.27E-14,2.05E-14,4.12E-13,2.81E-16,2.35E-08,6.68E-16,0,5.28E-12,6.07E-16,3.22E-18,9.59E-17,0,0,0,2
2388,0.454,0,0.461,0.693,0.418,0.951,0.266,0.0366,0.411,0.0608,0.778,0.468,0.175,0.821,0.618,0.886,0.112,0,0.368,0.332,6.32E-13,5.97E-15,5.40E-12,2.47E-17,3.67E-16,1.28E-13,1.95E-15,6.77E-10,4.62E-12,6.11E-13,1.28E-11,9.48E-15,3.66E-18,7.84E-10,6.26E-14,1.86E-16,3.14E-16,0,0,1.07E-17,0
